operacion	year	producto	pais	pais3	ton	ton_punto
I	2007	Crudo	Angola	AGO	1520958,001457	1520958.001457
I	2007	Crudo	Argentina	ARG	324454,3965326	324454.3965326
I	2007	Crudo	Brasil	BRA	3166514,345559	3166514.345559
I	2007	Crudo	Colombia	COL	663111,578692	663111.578692
I	2007	Crudo	Ecuador	ECU	1378315,212222	1378315.212222
I	2007	Crudo	Estados Unidos	USA	0,0027	0.0027
I	2007	Crudo	Nigeria	NGA	472307,076728	472307.076728
I	2007	Crudo	Perú	PER	984803,72608	984803.72608
I	2007	Crudo	Tailandia	THA	166141,4886685	166141.4886685
I	2007	Crudo	Turquía	TUR	1421023,8161187	1421023.8161187
I	2007	Diesel	Alemania	DEU	5,092	5.092
I	2007	Diesel	Bélgica	BEL	40659,409	40659.409
I	2007	Diesel	Canadá	CAN	291803,726	291803.726
I	2007	Diesel	Chile	CHL	5,3846154	5.3846154
I	2007	Diesel	Corea del Sur	KOR	2299945,69084	2299945.69084
I	2007	Diesel	Estados Unidos	USA	1765051,955409	1765051.955409
I	2007	Diesel	Holanda	NLD	38798,056	38798.056
I	2007	Diesel	Japón	JPN	247714,412396	247714.412396
I	2007	Diesel	Perú	PER	33,29	33.29
I	2007	Diesel	Singapur	SGP	110154,691	110154.691
I	2007	Fuel Oil 6	Estados Unidos	USA	136020,224	136020.224
I	2007	Fuel Oil 6	Perú	PER	54686,68148	54686.68148
I	2007	Gas Natural	Argentina	ARG	1856441,2039993	1856441.2039993
I	2007	Gas Natural	China	CHN	0,03785	0.03785
I	2007	Gas Natural	Inglaterra	GBR	0,0169231	0.0169231
I	2007	Gasolina	Dinamarca	DNK	0,08439	0.08439
I	2007	Gasolina	Estados Unidos	USA	164,8853124	164.8853124
I	2007	GLP	Angola	AGO	39303,805	39303.805
I	2007	GLP	Arabia Saudita	SAU	45146,925	45146.925
I	2007	GLP	Argentina	ARG	687079,068	687079.068
I	2007	GLP	Catar	QAT	33288,321	33288.321
I	2007	GLP	Corea del Sur	KOR	50,8000008	50.8000008
I	2007	GLP	Ecuador	ECU	16445,1411	16445.1411
I	2007	GLP	Estados Unidos	USA	27126,9505691	27126.9505691
I	2007	GLP	Grecia	GRC	9,8076923	9.8076923
I	2007	GLP	Inglaterra	GBR	33836,151	33836.151
I	2007	GLP	Italia	ITA	26,58816	26.58816
I	2007	GLP	Noruega	NOR	8519,829	8519.829
I	2007	GLP	Venezuela	VEN	84028,73	84028.73
I	2007	IFO	Alemania	DEU	0,03526	0.03526
I	2007	IFO	Brasil	BRA	0,0026231	0.0026231
I	2007	IFO	Estados Unidos	USA	0,0062	0.0062
I	2007	IFO	Perú	PER	0,0030769	0.0030769
I	2007	Kerosene	Alemania	DEU	0,202873	0.202873
I	2007	Kerosene	Argentina	ARG	40157,416	40157.416
I	2007	Kerosene	Brasil	BRA	0,54	0.54
I	2007	Kerosene	Colombia	COL	45294,444	45294.444
I	2007	Kerosene	Corea del Sur	KOR	129606	129606
I	2007	Kerosene	Estados Unidos	USA	46153,81667	46153.81667
I	2007	Kerosene	Japón	JPN	23903,225	23903.225
I	2007	Kerosene	Sin descripción		0,064811	0.064811
I	2008	Carbón	Argentina	ARG	55486,485	55486.485
I	2008	Carbón	Australia	AUS	605830,24	605830.24
I	2008	Carbón	Canadá	CAN	369549,05	369549.05
I	2008	Carbón	Colombia	COL	4185864,081589	4185864.081589
I	2008	Carbón	Estados Unidos	USA	1268972,6255	1268972.6255
I	2008	Carbón	Indonesia	IND	497880,8	497880.8
I	2008	Carbón	Nueva Zelandia	NZL	95344	95344
I	2008	Crudo	Angola	AGO	2067548,318584	2067548.318584
I	2008	Crudo	Argentina	ARG	371728,626012	371728.626012
I	2008	Crudo	Brasil	BRA	2577318,1727441	2577318.1727441
I	2008	Crudo	Colombia	COL	1655302,811687	1655302.811687
I	2008	Crudo	Ecuador	ECU	2263492,223818	2263492.223818
I	2008	Crudo	Perú	PER	284217,495557	284217.495557
I	2008	Crudo	Tailandia	THA	30974,4	30974.4
I	2008	Crudo	Turquía	TUR	844181,363009	844181.363009
I	2008	Diesel	Alemania	DEU	9,3057	9.3057
I	2008	Diesel	Argentina	ARG	0,11	0.11
I	2008	Diesel	Brasil	BRA	16,066	16.066
I	2008	Diesel	Canadá	CAN	19796,1	19796.1
I	2008	Diesel	Corea del Sur	KOR	1400040,609424	1400040.609424
I	2008	Diesel	Ecuador	ECU	0,026	0.026
I	2008	Diesel	Estados Unidos	USA	2894625,7055366	2894625.7055366
I	2008	Diesel	Holanda	NLD	9,125	9.125
I	2008	Diesel	Japón	JPN	709503,67615	709503.67615
I	2008	Diesel	México	MEX	9,925	9.925
I	2008	Diesel	Perú	PER	26336,271098	26336.271098
I	2008	Fuel Oil 6	Argentina	ARG	87877,798	87877.798
I	2008	Fuel Oil 6	Canadá	CAN	127904,180234	127904.180234
I	2008	Fuel Oil 6	Estados Unidos	USA	293963,729711	293963.729711
I	2008	Fuel Oil 6	Perú	PER	122500,269863	122500.269863
I	2008	Gas Natural	Argentina	ARG	903738,9651765	903738.9651765
I	2008	Gasolina	China	CHN	0,0006132	0.0006132
I	2008	Gasolina	Estados Unidos	USA	2002,6623468	2002.6623468
I	2008	Gasolina	Holanda	NLD	0,0105	0.0105
I	2008	GLP	Alemania	DEU	0,005	0.005
I	2008	GLP	Arabia Saudita	SAU	53078,916	53078.916
I	2008	GLP	Argentina	ARG	766342,34764	766342.34764
I	2008	GLP	Bolivia	BOL	0,00125	0.00125
I	2008	GLP	Catar	QAT	58499,88	58499.88
I	2008	GLP	Corea del Sur	KOR	25,6182847	25.6182847
I	2008	GLP	Ecuador	ECU	15894,4	15894.4
I	2008	GLP	Estados Unidos	USA	11045,0063659	11045.0063659
I	2008	GLP	Grecia	GRC	42,75	42.75
I	2008	GLP	Inglaterra	GBR	33474,785	33474.785
I	2008	GLP	Italia	ITA	7,8396	7.8396
I	2008	GLP	Noruega	NOR	31342,897	31342.897
I	2008	IFO	Estados Unidos	USA	0,0903105	0.0903105
I	2008	IFO	Panamá	PAN	586,94	586.94
I	2008	IFO	Perú	PER	43281,564935	43281.564935
I	2008	IFO	Venezuela	VEN	460,02	460.02
I	2008	Kerosene	Alemania	DEU	0,079024	0.079024
I	2008	Kerosene	Brasil	BRA	0,54	0.54
I	2008	Kerosene	Canadá	CAN	18741	18741
I	2008	Kerosene	Corea del Sur	KOR	42516,325	42516.325
I	2008	Kerosene	Estados Unidos	USA	74728,5590031	74728.5590031
I	2008	Kerosene	India	IND	0,009	0.009
I	2008	Kerosene	Japón	JPN	138346,096	138346.096
I	2008	Kerosene	Singapur	SGP	69949,1	69949.1
I	2009	Carbón	Argentina	ARG	57657,864	57657.864
I	2009	Carbón	Australia	AUS	519977,94	519977.94
I	2009	Carbón	Brasil	BRA	1	1
I	2009	Carbón	Canadá	CAN	256761,7	256761.7
I	2009	Carbón	China	CHN	0,0006154	0.0006154
I	2009	Carbón	Colombia	COL	3746461,155859	3746461.155859
I	2009	Carbón	Estados Unidos	USA	1059818,92	1059818.92
I	2009	Carbón	Indonesia	IND	584177,7	584177.7
I	2009	Carbón	Nueva Zelandia	NZL	45320	45320
I	2009	Crudo	Angola	AGO	142656,259698	142656.259698
I	2009	Crudo	Argentina	ARG	2366588,8602716	2366588.8602716
I	2009	Crudo	Brasil	BRA	1551469,76389	1551469.76389
I	2009	Crudo	Colombia	COL	1547035,957492	1547035.957492
I	2009	Crudo	Ecuador	ECU	1855781,226599	1855781.226599
I	2009	Crudo	Estados Unidos	USA	0,004	0.004
I	2009	Crudo	Indonesia	IND	73998,238723	73998.238723
I	2009	Crudo	Inglaterra	GBR	1403131,532269	1403131.532269
I	2009	Crudo	Malasia	MYS	63962,487242	63962.487242
I	2009	Crudo	Perú	PER	227543,963228	227543.963228
I	2009	Crudo	Vietnam	VNM	156621,251134	156621.251134
I	2009	Diesel	Alemania	DEU	0,854	0.854
I	2009	Diesel	Brasil	BRA	24,152	24.152
I	2009	Diesel	Canadá	CAN	96502,807422	96502.807422
I	2009	Diesel	Corea del Sur	KOR	1196290,90848	1196290.90848
I	2009	Diesel	España	ESP	9,451	9.451
I	2009	Diesel	Estados Unidos	USA	2437519,8068943	2437519.8068943
I	2009	Diesel	Holanda	NLD	0,005	0.005
I	2009	Diesel	Japón	JPN	463591,472444	463591.472444
I	2009	Fuel Oil 6	Estados Unidos	USA	67839,89	67839.89
I	2009	Fuel Oil 6	Perú	PER	38014,2	38014.2
I	2009	Gas Natural	Argentina	ARG	840789,057860001	840789.057860001
I	2009	Gas Natural	Catar	QAT	53751,3005	53751.3005
I	2009	Gas Natural	Estados Unidos	USA	0,9675	0.9675
I	2009	Gas Natural	Guinea Ecuatorial	GNQ	236593,210905	236593.210905
I	2009	Gas Natural	Trinidad y Tobago	TTO	99743,942541	99743.942541
I	2009	Gasolina	Estados Unidos	USA	2,5403843	2.5403843
I	2009	Gasolina	Holanda	NLD	0,0503123	0.0503123
I	2009	GLP	Argentina	ARG	683489,6088	683489.6088
I	2009	GLP	Corea del Sur	KOR	31,362	31.362
I	2009	GLP	Estados Unidos	USA	66891,7621018	66891.7621018
I	2009	GLP	Grecia	GRC	33,96	33.96
I	2009	GLP	Guinea Ecuatorial	GNQ	132807,598	132807.598
I	2009	GLP	Nigeria	NGA	21959,115	21959.115
I	2009	GLP	Perú	PER	13796,346	13796.346
I	2009	IFO	Ecuador	ECU	33138,4	33138.4
I	2009	IFO	Estados Unidos	USA	325859,9520871	325859.9520871
I	2009	IFO	Perú	PER	10976,577	10976.577
I	2009	Kerosene	Alemania	DEU	0,029271	0.029271
I	2009	Kerosene	Estados Unidos	USA	112630,6113985	112630.6113985
I	2009	Kerosene	Japón	JPN	30077,3544	30077.3544
I	2010	Carbón	Argentina	ARG	18024,2	18024.2
I	2010	Carbón	Australia	AUS	990668,02	990668.02
I	2010	Carbón	Canadá	CAN	217133,37	217133.37
I	2010	Carbón	Colombia	COL	3643051,483	3643051.483
I	2010	Carbón	Estados Unidos	USA	1904353,23	1904353.23
I	2010	Carbón	Indonesia	IND	697734,7	697734.7
I	2010	Crudo	Argentina	ARG	1894638,820038	1894638.820038
I	2010	Crudo	Brasil	BRA	2536997,413012	2536997.413012
I	2010	Crudo	Colombia	COL	1219585,216782	1219585.216782
I	2010	Crudo	Ecuador	ECU	1125033,644359	1125033.644359
I	2010	Crudo	Estados Unidos	USA	0,02155	0.02155
I	2010	Crudo	Inglaterra	GBR	970597,679204	970597.679204
I	2010	Crudo	Perú	PER	235799,03006	235799.03006
I	2010	Diesel	Alemania	DEU	13,105	13.105
I	2010	Diesel	Corea del Sur	KOR	1560673,450999	1560673.450999
I	2010	Diesel	Estados Unidos	USA	1667743,7307028	1667743.7307028
I	2010	Diesel	Holanda	NLD	133,675	133.675
I	2010	Diesel	Japón	JPN	1248744,56012	1248744.56012
I	2010	Diesel	Panamá	PAN	23,6	23.6
I	2010	Gas Natural	Argelia	DZA	117501,63067	117501.63067
I	2010	Gas Natural	Argentina	ARG	380173,1025	380173.1025
I	2010	Gas Natural	Catar	QAT	179824,43378	179824.43378
I	2010	Gas Natural	Egipto	EGY	264257,43608	264257.43608
I	2010	Gas Natural	Guinea	GIN	796104,66267	796104.66267
I	2010	Gas Natural	Guinea Ecuatorial	GNQ	122639,05853	122639.05853
I	2010	Gas Natural	Sin descripción		129074,48629	129074.48629
I	2010	Gas Natural	Trinidad y Tobago	TTO	461135,84756	461135.84756
I	2010	Gasolina	Estados Unidos	USA	12233,2293129	12233.2293129
I	2010	Gasolina	Holanda	NLD	0,0038475	0.0038475
I	2010	Gasolina	Japón	JPN	25,125	25.125
I	2010	GLP	Argentina	ARG	602338,1981	602338.1981
I	2010	GLP	China	CHN	0,4	0.4
I	2010	GLP	Corea del Sur	KOR	50,666148	50.666148
I	2010	GLP	Estados Unidos	USA	149994,6507686	149994.6507686
I	2010	GLP	Grecia	GRC	51,3	51.3
I	2010	GLP	Noruega	NOR	46234,4	46234.4
I	2010	GLP	Taiwán	TWN	0,0224	0.0224
I	2010	IFO	Brasil	BRA	0,093357	0.093357
I	2010	IFO	Ecuador	ECU	32830,139559	32830.139559
I	2010	IFO	Estados Unidos	USA	397500,317542	397500.317542
I	2010	Kerosene	Alemania	DEU	0,0064846	0.0064846
I	2010	Kerosene	Corea del Sur	KOR	126216,9	126216.9
I	2010	Kerosene	Estados Unidos	USA	61311,0538646	61311.0538646
I	2010	Kerosene	Japón	JPN	98488,804	98488.804
I	2010	Kerosene	Sin descripción		0,00329	0.00329
I	2011	Carbón	Argentina	ARG	2972,8928	2972.8928
I	2011	Carbón	Australia	AUS	1025958,17488	1025958.17488
I	2011	Carbón	Canadá	CAN	257699,183	257699.183
I	2011	Carbón	Colombia	COL	3910080,3572708	3910080.3572708
I	2011	Carbón	Estados Unidos	USA	3566674,8568	3566674.8568
I	2011	Carbón	Indonesia	IND	403073,72	403073.72
I	2011	Crudo	Argentina	ARG	824989,74258	824989.74258
I	2011	Crudo	Bolivia	BOL	37298	37298
I	2011	Crudo	Brasil	BRA	3698314,643526	3698314.643526
I	2011	Crudo	Colombia	COL	1555674,920089	1555674.920089
I	2011	Crudo	Ecuador	ECU	1509107,072827	1509107.072827
I	2011	Crudo	Estados Unidos	USA	0,0103924	0.0103924
I	2011	Crudo	Inglaterra	GBR	695895,435	695895.435
I	2011	Crudo	Nueva Zelandia	NZL	0,0153846	0.0153846
I	2011	Crudo	Perú	PER	346872,670001	346872.670001
I	2011	Diesel	Alemania	DEU	4,4389846	4.4389846
I	2011	Diesel	Canadá	CAN	41680,8	41680.8
I	2011	Diesel	Corea del Sur	KOR	211365,698	211365.698
I	2011	Diesel	Estados Unidos	USA	3492127,8171339	3492127.8171339
I	2011	Diesel	Japón	JPN	397001,445495	397001.445495
I	2011	Gas Natural	Argentina	ARG	208873,66435	208873.66435
I	2011	Gas Natural	Catar	QAT	426473,95073	426473.95073
I	2011	Gas Natural	Egipto	EGY	78132,89064	78132.89064
I	2011	Gas Natural	Estados Unidos	USA	54247,3089177	54247.3089177
I	2011	Gas Natural	Guinea	GIN	929444,98044	929444.98044
I	2011	Gas Natural	Indonesia	IND	59056,62641	59056.62641
I	2011	Gas Natural	Inglaterra	GBR	0,00014	0.00014
I	2011	Gas Natural	Sin descripción		327946,15216	327946.15216
I	2011	Gas Natural	Trinidad y Tobago	TTO	851911,87508	851911.87508
I	2011	Gasolina	Bolivia	BOL	0,0084615	0.0084615
I	2011	Gasolina	Estados Unidos	USA	32528,9661447	32528.9661447
I	2011	Gasolina	Holanda	NLD	0,0192308	0.0192308
I	2011	Gasolina	Inglaterra	GBR	0,004	0.004
I	2011	Gasolina	Japón	JPN	63828,275	63828.275
I	2011	Gasolina	México	MEX	0,004615	0.004615
I	2011	GLP	Alemania	DEU	0,01296	0.01296
I	2011	GLP	Argentina	ARG	488989,0086	488989.0086
I	2011	GLP	Austria	AUT	0,0023077	0.0023077
I	2011	GLP	China	CHN	0,174	0.174
I	2011	GLP	Corea del Sur	KOR	57,509568	57.509568
I	2011	GLP	Estados Unidos	USA	297488,0201633	297488.0201633
I	2011	GLP	Grecia	GRC	25,855	25.855
I	2011	GLP	Holanda	NLD	0,0018	0.0018
I	2011	IFO	Brasil	BRA	0,1851627	0.1851627
I	2011	IFO	Estados Unidos	USA	407589,59342	407589.59342
I	2011	IFO	Perú	PER	121450,438	121450.438
I	2011	Kerosene	Alemania	DEU	0,0245269	0.0245269
I	2011	Kerosene	Corea del Sur	KOR	39763,308	39763.308
I	2011	Kerosene	Estados Unidos	USA	38140,4437461	38140.4437461
I	2011	Kerosene	Japón	JPN	124616,3718615	124616.3718615
I	2012	Carbón	Argentina	ARG	77355,045	77355.045
I	2012	Carbón	Australia	AUS	623912,138	623912.138
I	2012	Carbón	Canadá	CAN	264464,5938462	264464.5938462
I	2012	Carbón	Colombia	COL	5058343,219	5058343.219
I	2012	Carbón	Estados Unidos	USA	4195076,9548476	4195076.9548476
I	2012	Carbón	Indonesia	IND	159686,8	159686.8
I	2012	Carbón	Inglaterra	GBR	0,00444	0.00444
I	2012	Crudo	Argentina	ARG	1509494,1492206	1509494.1492206
I	2012	Crudo	Bolivia	BOL	103953,072258	103953.072258
I	2012	Crudo	Brasil	BRA	1752471,6626	1752471.6626
I	2012	Crudo	Canadá	CAN	104586,969786	104586.969786
I	2012	Crudo	Colombia	COL	1424058,162857	1424058.162857
I	2012	Crudo	Dinamarca	DNK	0,0042308	0.0042308
I	2012	Crudo	Ecuador	ECU	2721573,799654	2721573.799654
I	2012	Crudo	Estados Unidos	USA	0,0193447	0.0193447
I	2012	Crudo	Inglaterra	GBR	276361,489	276361.489
I	2012	Crudo	Perú	PER	405581,305999	405581.305999
I	2012	Diesel	Alemania	DEU	2,064	2.064
I	2012	Diesel	Corea del Sur	KOR	44961,16945	44961.16945
I	2012	Diesel	Ecuador	ECU	21,2	21.2
I	2012	Diesel	Estados Unidos	USA	4318829,983634	4318829.983634
I	2012	Diesel	Japón	JPN	98411,29463	98411.29463
I	2012	Diesel	Noruega	NOR	15,96	15.96
I	2012	Diesel	Panamá	PAN	29,695	29.695
I	2012	Fuel Oil 6	Estados Unidos	USA	29367,5183359	29367.5183359
I	2012	Fuel Oil 6	Perú	PER	55624,842	55624.842
I	2012	Gas Natural	Argentina	ARG	33534,342	33534.342
I	2012	Gas Natural	Egipto	EGY	152016,91231	152016.91231
I	2012	Gas Natural	Guinea	GIN	248681,37458	248681.37458
I	2012	Gas Natural	Noruega	NOR	53835,14823	53835.14823
I	2012	Gas Natural	Sin descripción		227828,4763	227828.4763
I	2012	Gas Natural	Trinidad y Tobago	TTO	2003426,16369	2003426.16369
I	2012	Gasolina	Alemania	DEU	5,168	5.168
I	2012	Gasolina	Canadá	CAN	36037,491	36037.491
I	2012	Gasolina	China	CHN	1272,92	1272.92
I	2012	Gasolina	España	ESP	37198,6	37198.6
I	2012	Gasolina	Estados Unidos	USA	398094,77295	398094.77295
I	2012	Gasolina	Holanda	NLD	70060,2235385	70060.2235385
I	2012	Gasolina	Inglaterra	GBR	37265	37265
I	2012	Gasolina	Japón	JPN	30296,239	30296.239
I	2012	GLP	Alemania	DEU	0,0135308	0.0135308
I	2012	GLP	Argentina	ARG	294942,7367	294942.7367
I	2012	GLP	China	CHN	4,9745455	4.9745455
I	2012	GLP	Corea del Sur	KOR	76,075828	76.075828
I	2012	GLP	Estados Unidos	USA	477152,018438	477152.018438
I	2012	GLP	Grecia	GRC	26,265	26.265
I	2012	GLP	Perú	PER	378,69	378.69
I	2012	GLP	Sin descripción		0,2740385	0.2740385
I	2012	IFO	Brasil	BRA	0,2116451	0.2116451
I	2012	IFO	Canadá	CAN	393,74	393.74
I	2012	IFO	Estados Unidos	USA	217449,9138363	217449.9138363
I	2012	IFO	Perú	PER	104184,77142	104184.77142
I	2012	Kerosene	Alemania	DEU	0,04734	0.04734
I	2012	Kerosene	Brasil	BRA	0,07575	0.07575
I	2012	Kerosene	Corea del Sur	KOR	36909,77	36909.77
I	2012	Kerosene	Estados Unidos	USA	121852,7191546	121852.7191546
I	2012	Kerosene	Japón	JPN	118718,79	118718.79
I	2013	Carbón	Argentina	ARG	27148,56	27148.56
I	2013	Carbón	Australia	AUS	945799,492	945799.492
I	2013	Carbón	Canadá	CAN	315305,0340539	315305.0340539
I	2013	Carbón	Colombia	COL	7321842,23692381	7321842.23692381
I	2013	Carbón	Estados Unidos	USA	2719228,31902	2719228.31902
I	2013	Crudo	Argentina	ARG	860914,666	860914.666
I	2013	Crudo	Australia	AUS	72089,695	72089.695
I	2013	Crudo	Brasil	BRA	2034985,116	2034985.116
I	2013	Crudo	Canadá	CAN	811334,999	811334.999
I	2013	Crudo	Colombia	COL	721528,58	721528.58
I	2013	Crudo	Ecuador	ECU	3190269,399	3190269.399
I	2013	Crudo	Estados Unidos	USA	0,0147653	0.0147653
I	2013	Crudo	Inglaterra	GBR	970606,001	970606.001
I	2013	Crudo	Nueva Zelandia	NZL	0,02	0.02
I	2013	Crudo	Perú	PER	244901,807	244901.807
I	2013	Crudo	Trinidad y Tobago	TTO	48223,274	48223.274
I	2013	Diesel	Alemania	DEU	1,376	1.376
I	2013	Diesel	China	CHN	596,454	596.454
I	2013	Diesel	Corea del Sur	KOR	31111,749	31111.749
I	2013	Diesel	Estados Unidos	USA	4288710,57247	4288710.57247
I	2013	Diesel	Perú	PER	0,00423	0.00423
I	2013	Fuel Oil 6	Estados Unidos	USA	49927,6351539	49927.6351539
I	2013	Fuel Oil 6	Perú	PER	17075,956	17075.956
I	2013	Gas Natural	Alemania	DEU	1,901	1.901
I	2013	Gas Natural	Argentina	ARG	18756,24	18756.24
I	2013	Gas Natural	Catar	QAT	120837,71856	120837.71856
I	2013	Gas Natural	Sin descripción		285292,49442	285292.49442
I	2013	Gas Natural	Trinidad y Tobago	TTO	2206727,3966	2206727.3966
I	2013	Gasolina	Alemania	DEU	5,031	5.031
I	2013	Gasolina	Brasil	BRA	0,06	0.06
I	2013	Gasolina	Corea del Sur	KOR	18510,696	18510.696
I	2013	Gasolina	Estados Unidos	USA	226224,4262993	226224.4262993
I	2013	Gasolina	Holanda	NLD	189300,0156154	189300.0156154
I	2013	Gasolina	Japón	JPN	75808,345	75808.345
I	2013	GLP	Alemania	DEU	0,00526	0.00526
I	2013	GLP	Argentina	ARG	353663,387	353663.387
I	2013	GLP	China	CHN	0,2435	0.2435
I	2013	GLP	Corea del Sur	KOR	81,5592	81.5592
I	2013	GLP	España	ESP	0,01767	0.01767
I	2013	GLP	Estados Unidos	USA	677417,1897425	677417.1897425
I	2013	GLP	Grecia	GRC	73,0512	73.0512
I	2013	GLP	Italia	ITA	0,6	0.6
I	2013	GLP	Perú	PER	11642,18	11642.18
I	2013	GLP	Zofri Arica		1003,99	1003.99
I	2013	IFO	Canadá	CAN	259	259
I	2013	IFO	Estados Unidos	USA	0,0434307	0.0434307
I	2013	IFO	Perú	PER	25458,46858	25458.46858
I	2013	Kerosene	Alemania	DEU	0,6064554	0.6064554
I	2013	Kerosene	Canadá	CAN	0,1109385	0.1109385
I	2013	Kerosene	Corea del Sur	KOR	148489,89801	148489.89801
I	2013	Kerosene	Dinamarca	DNK	0,0008011	0.0008011
I	2013	Kerosene	Estados Unidos	USA	156819,8500776	156819.8500776
I	2013	Kerosene	India	IND	16,8	16.8
I	2014	Carbón	Australia	AUS	866672,23522	866672.23522
I	2014	Carbón	Canadá	CAN	229882,5	229882.5
I	2014	Carbón	China	CHN	0,0076385	0.0076385
I	2014	Carbón	Colombia	COL	6112181,151447	6112181.151447
I	2014	Carbón	Estados Unidos	USA	2907388,7029	2907388.7029
I	2014	Carbón	Nueva Zelandia	NZL	63685,4	63685.4
I	2014	Crudo	Angola	AGO	509358,866	509358.866
I	2014	Crudo	Argentina	ARG	101718,5699423	101718.5699423
I	2014	Crudo	Brasil	BRA	3741289,626	3741289.626
I	2014	Crudo	Canadá	CAN	400046,752	400046.752
I	2014	Crudo	Colombia	COL	132032,789	132032.789
I	2014	Crudo	Ecuador	ECU	3533523,371	3533523.371
I	2014	Crudo	Estados Unidos	USA	0,2251539	0.2251539
I	2014	Crudo	Inglaterra	GBR	275629,923	275629.923
I	2014	Crudo	Perú	PER	180840,867	180840.867
I	2014	Diesel	Alemania	DEU	1,72	1.72
I	2014	Diesel	Bélgica	BEL	0,0012699	0.0012699
I	2014	Diesel	Brasil	BRA	47,5	47.5
I	2014	Diesel	Corea del Sur	KOR	29069,787	29069.787
I	2014	Diesel	Estados Unidos	USA	4274462,7077054	4274462.7077054
I	2014	Diesel	Japón	JPN	74275,03517	74275.03517
I	2014	Diesel	Panamá	PAN	31,7465385	31.7465385
I	2014	Gas Natural	Argentina	ARG	5105,025	5105.025
I	2014	Gas Natural	Catar	QAT	55793,88816	55793.88816
I	2014	Gas Natural	España	ESP	0,1	0.1
I	2014	Gas Natural	Estados Unidos	USA	55768,0117931	55768.0117931
I	2014	Gas Natural	Guinea Ecuatorial	GNQ	57859,05063	57859.05063
I	2014	Gas Natural	Noruega	NOR	35887,52842	35887.52842
I	2014	Gas Natural	Trinidad y Tobago	TTO	2473230,57622	2473230.57622
I	2014	Gasolina	Alemania	DEU	0,3	0.3
I	2014	Gasolina	España	ESP	6,0620154	6.0620154
I	2014	Gasolina	Estados Unidos	USA	393573,6206171	393573.6206171
I	2014	Gasolina	Estonia	EST	0,005	0.005
I	2014	Gasolina	Finlandia	FIN	37311,313	37311.313
I	2014	Gasolina	Holanda	NLD	76160,002	76160.002
I	2014	Gasolina	Japón	JPN	100470,576	100470.576
I	2014	GLP	Alemania	DEU	0,04029	0.04029
I	2014	GLP	Argentina	ARG	257057,328	257057.328
I	2014	GLP	China	CHN	0,2	0.2
I	2014	GLP	Corea del Sur	KOR	53,920384	53.920384
I	2014	GLP	España	ESP	0,3030769	0.3030769
I	2014	GLP	Estados Unidos	USA	678465,2009047	678465.2009047
I	2014	GLP	Francia	FRA	0,0048	0.0048
I	2014	GLP	Grecia	GRC	40,9032	40.9032
I	2014	GLP	Perú	PER	31875,4410000001	31875.4410000001
I	2014	GLP	Zofri Arica		1135,15	1135.15
I	2014	IFO	Alemania	DEU	0,85717	0.85717
I	2014	IFO	Brasil	BRA	0,3416	0.3416
I	2014	IFO	Estados Unidos	USA	1,5620831	1.5620831
I	2014	IFO	Holanda	NLD	0,0104616	0.0104616
I	2014	Kerosene	Alemania	DEU	13,8618931	13.8618931
I	2014	Kerosene	Brasil	BRA	0,10048	0.10048
I	2014	Kerosene	Canadá	CAN	0,3333923	0.3333923
I	2014	Kerosene	Estados Unidos	USA	117811,795828	117811.795828
I	2014	Kerosene	Inglaterra	GBR	0,0003692	0.0003692
I	2014	Kerosene	Japón	JPN	69001,778	69001.778
I	2015	Carbón	Australia	AUS	118821,74	118821.74
I	2015	Carbón	Canadá	CAN	42501,6	42501.6
I	2015	Carbón	Colombia	COL	359283,12	359283.12
I	2015	Carbón	Estados Unidos	USA	180035,371	180035.371
I	2015	Carbón	Nueva Zelandia	NZL	50644	50644
I	2015	Crudo	Argentina	ARG	4897,3931	4897.3931
I	2015	Crudo	Brasil	BRA	426879,399	426879.399
I	2015	Crudo	Ecuador	ECU	249423,354	249423.354
I	2015	Crudo	Estados Unidos	USA	18055,753	18055.753
I	2015	Diesel	Estados Unidos	USA	399290,81378	399290.81378
I	2015	Gas Natural	Noruega	NOR	14956,37135	14956.37135
I	2015	Gas Natural	Trinidad y Tobago	TTO	117339,96518	117339.96518
I	2015	Gasolina	Estados Unidos	USA	85237,74441	85237.74441
I	2015	GLP	Argentina	ARG	43967,244	43967.244
I	2015	GLP	Corea del Sur	KOR	29,98761	29.98761
I	2015	GLP	Estados Unidos	USA	41912,427	41912.427
I	2015	GLP	Perú	PER	1068,68	1068.68
I	2015	GLP	Zofri Arica		112,4	112.4
I	2015	Kerosene	Alemania	DEU	11,76376	11.76376
I	2015	Kerosene	Estados Unidos	USA	24448,04328	24448.04328
